index,title,description,difficulty,certificate_available,students_count,price,rating,reviews_count,source,course
101042,Django 3 - Full Stack разработка веб-сайтов на Python,"Создайте 3 крутых веб-сайта, изучите Back и Frond End веб разработку, сверстайте сайты с HTML5, CSS3 и Bootstrap 4",Начальный уровень,False,1061,1990,4.3,27,stepik,Python
192296,Python [START] — Stepik,"Полный курс Python [START]. Начните погружение в IT с Python - одного из самых популярных и востребованных языков программирования в мире. Курс для людей, которые хотят научиться программировать.",Начальный уровень,False,933,2500,4.7,34,stepik,Python
113983,Профессия Python-разработчик — Stepik,"Python — лучший язык для того, чтобы войти в IT. Прост в освоении. Используется в разработке веб-приложений, различных скриптов, ботов, в машинном обучении и научных вычислениях. Вы на хорошем уровне изучите сам язык и научитесь писать веб-приложения: создадите сайт, генерирующий пароли, сайт с блогом и сайт с личным портфолио. Вы научитесь работать с базами данных (БД): сможете писать код на языке SQL, а так же опрашивать БД на стороне приложения, написанного на Python.",Начальный уровень,False,893,8900,4.4,7,stepik,Python
188951,Многопроцессность в Python: от новичка до эксперта,"Все о многопроцессном программировании на Python в теории и на практике от А до Я. Создание и управление процессами, работа с пулом процессов, межпроцессное взаимодействие. Курс полностью раскрывает тему процессной многозадачности. Победитель 🏆 Stepik Awards 2024 в номинации ""Лучший платный курс"".",Средний уровень,True,946,2900,4.8,36,stepik,Python
227627,Лучший по Python. Часть 3,"Продолжение легендарной 1 части!
 
 Курс уникален по 5 причинам: 
 1. Захватывающий сюжет.
 2. Всё обучение — в форме диалога!
 3. Все задачи взяты из реальной жизни!
 4. В курсе нет сложной математики и непонятной теории!
 5. Такого или похожего курса не существует :)",Средний уровень,True,961,2100,5.0,123,stepik,Python
180018,Разработка backend-приложений на Django: полный курс.,"В этом курсе углублённо рассматривается процесс разработки веб-приложений с помощью Django и Django REST Framework с нуля. Начальные знания по Django не требуются. Мы научимся создавать проекты и приложения Django, разберём ORM, индексы базы данных PostgreSQL. Разработаем приложение через тестирование, создадим CRUD проект с HTMX, Веб-Чат с Сhannels и WebSocket, изучим Celery, Redis, интернационализацию, локализацию, кэширование и Docker. Выполним деплой проектов.",Начальный уровень,False,800,3999,5.0,19,stepik,Python
181396,Python Exclusive — Stepik,"Курс ""Введение в программирование на Python"" подготовит вас к основам программирования, позволит понять логику программирования и научит вас использовать язык Python для создания простых программ и автоматизации задач.",Средний уровень,False,757,589,4.8,20,stepik,Python
211376,Python. Часть 1 (Базовый python и условные операторы) — Stepik,"🔥 Освой Python с нуля и начни думать как разработчик! Легко, понятно и с примерами из реальной жизни — этот курс шаг за шагом проведёт тебя от первых строк кода до уверенного понимания логики программирования. 🚀 Без скучной теории — только практика, понятные объяснения и моментальные результаты. 🧠💻",Начальный уровень,False,687,550,4.7,43,stepik,Python
243826,"Алгоритмы в Python — просто, наглядно, с нуля! — Stepik","🚀 Освой поиск 🔎, сортировки 📊, рекурсию 🔁 и графы 🕸️ на практике. Решай задачи, как профи 🧠, готовься к собеседованиям и уверенно прокачивай навык алгоритмического мышления. Всё понятно, без скучной теории и с примерами на Python!",Средний уровень,False,625,1550,5.0,9,stepik,Python
168486,Python - Модуль 4 (ООП) — Stepik,"""Программирование на Python: Модуль 4"" предоставляет студентам углубленное понимание объектно-ориентированного программирования, наследования, обработки ошибок, а также навыки разработки проектов с использованием библиотек и машинного обучения на языке Python. Курс целенаправленно формирует глубокие знания в этих областях, позволяя студентам успешно разрабатывать программы, а также создавать и применять свои собственные проекты с использованием современных технологий программирования.",Средний уровень,False,627,300,4.6,35,stepik,Python
133721,Роадмап деда-программиста. Python бэкенд с 0 до джуна. — Stepik,"Подробное пошаговое руководство (роадмап) по самостоятельному освоению профессии ""Python бэкенд-разработчик"".
  
 Рассказываю простыми словами что изучать, для чего, насколько глубоко. 
 Что можно пропустить, а что суперважно. 
 Сколько времени уйдет на каждую тему. 
 На каких бесплатных ресурсах изучать и почему именно там.
 Рассказываю о своем опыте самообучения.
 И главное, по каждой теме - даю реальные вопросы из собеседований.",Начальный уровень,False,516,3000,4.5,2,stepik,Python
181030,Python — Stepik,"""Python START"" - это курс по программированию на языке Python, предназначенный для новичков в области разработки программного обеспечения. Курс охватывает основы языка Python, начиная с основ синтаксиса и структур данных, и прогрессирует к более сложным темам, таким как функции и обработка исключений.",Начальный уровень,False,464,1380,4.7,9,stepik,Python
57382,Алгоритмы на Python,Алгоритмы и структуры данных на языке Python.  Погружаемся в серьезное программирование алгоритмов и решаем сложные задачи.,Средний уровень,True,472,5900,5.0,6,stepik,Python
175020,Selenium на Python за 3 часа — Stepik,"На курсе вы научитесь применять Selenium на практике, применяя различные локаторы, техники и изучите паттерн Page Object. А также научитесь скрейпингу с помощью BeautifulSoup.",Начальный уровень,False,452,990,4.2,9,stepik,Python
241971,Лучший по Python. Часть 4 — Stepik,"Продолжение легендарной 1 части!
 
 Курс уникален по 5 причинам: 
 1. Захватывающий сюжет.
 2. Всё обучение — в форме диалога!
 3. Все задачи взяты из реальной жизни!
 4. В курсе нет сложной математики и непонятной теории!
 5. Такого или похожего курса не существует :)",Средний уровень,False,491,3000,5.0,14,stepik,Python
191266,Многопоточное и многопроцессное программирование в Python,Все о многопоточном и многопроцессном программировании на Python. Поточная и процессная многозадачность в теории и на практике от А до Я.,Средний уровень,True,365,4900,4.8,16,stepik,Python
213611,"Python. Часть 4 (Функции, замыкание и декораторы)","Курс «Функции и декораторы в Python» поможет вам углубить знания о функциях, замыканиях, лямбда-выражениях и генераторах. Вы научитесь создавать гибкие и многократно используемые функции, освоите принципы работы с декораторами и генераторами, а также поймёте, как применить эти инструменты в реальных задачах.",Начальный уровень,True,336,1450,4.9,23,stepik,Python
185238,Python в нескучных примерах (50) — Stepik,"Для того чтобы научится программировать - нужно много программировать, совершать ошибки, править код, узнавать как можно сделать код лучше, делать код лучше, и продолжать программировать. В этом курсе нет воды, только большое количество примеров на основании которых вы можете написать много своего кода и стать лучше. Рекомендуем брать пример и расширять его, и свою версию выкладывать на github, потом вы сможете использовать эти переработанные примеры как свое портфолио для фриланса или для найма на работу.",Начальный уровень,False,329,1990,4.7,7,stepik,Python
211817,Python. Часть 2 (Списки и циклы) — Stepik,"🐍 Освой списки и циклы в Python — шаг к настоящему программистскому мышлению! Добавляй, перебирай, считай и управляй потоком кода без страха и багов. Научись писать элегантные циклы, работать с массивами данных и понимать, что на самом деле происходит под капотом Python. 🚀",Начальный уровень,False,297,1450,4.9,32,stepik,Python
138133,Python - Модуль 2 (Функции),"Практический курс для освоения языка Python. Подойдет для первого ознакомления и позволяет получить основные практические навыки по темам:
 1 Списки, множества, кортежи
 2 Словари
 3 Функции",,True,291,200,4.8,39,stepik,Python
211999,Python. Часть 3 (Словари и обработка наборов данных) — Stepik,"🚀 Освой работу со словарями и наборами данных в Python! Этот курс научит тебя превращать хаос в порядок: создавать и комбинировать словари, работать с кортежами и списками словарей, использовать enumerate, zip, collections, itertools и json. Минимум теории — максимум практики и понятных примеров 💡",Начальный уровень,False,285,1450,4.9,27,stepik,Python
145339,Python - Модуль 3 (Библиотеки и файлы),"Курс охватывает базовые концепции работы с модулями Python, основные операции с файлами различных форматов и основы работы с ресурсами Интернет, такими как HTTP запросы, парсинг HTML и работа с регулярными выражениями. В конце предусмотрены две части аттестации для проверки полученных знаний.",Начальный уровень,True,291,200,4.8,10,stepik,Python
187914,Python: самый быстрый курс — Stepik,"Перед Вами самый быстрый курс по Python, тут есть все что нужно чтобы начать программировать на Python. Для тех кому некогда, но очень надо выучить Python или подтянуть базу перед собеседованием. Уже 389 позитивных оценок уроков. Мы отвечаем на все ваши комментарии и вопросы в курсе.",Начальный уровень,False,284,1990,4.7,19,stepik,Python
247604,109 задач по python — Stepik,"Хочешь уверенно писать на Python и не теряться перед задачами на собеседовании? Этот курс — твой идеальный тренажёр. 💪 Внутри тебя ждут 109 продуманных заданий: от простых разминок до настоящих головоломок. Никакой воды — только практика, автоматическая проверка и удовольствие от роста. 🧠🔥 Подойдёт всем, кто хочет прокачать навыки и чувствовать себя уверенно в коде.",Начальный уровень,False,276,1400,5.0,9,stepik,Python
199199,Пакет 2в1: Асинхронный и Многопоточный Python — Stepik,"Стоимость курсов в пакете всегда ниже, чем курсы по отдельности. Добро пожаловать в объединенный пакет курсов -  ""Асинхронный и Многопоточный Python"".Созданный специально для начинающих и продолжающих программистов, стремящихся углубить свои знания.",Средний уровень,False,244,5500,5.0,1,stepik,Python
228563,PROкод: курс по ООП на Python — Stepik,"Погружение в объектно-ориентированное программирование на Python: классы, магические методы, наследование, исключения, data classes. Всё разберем последовательно, с примерами, практикой и без перегрузки теорией. Более 270 задач на программирование. Подойдёт тем, кто уже освоил базовый Python и хочет разобраться, как устроены настоящие программы изнутри.",Средний уровень,False,211,2500,5.0,6,stepik,Python
211111,"Пакет 3в1: Асинхронный, Многопоточный и Многопроцессорный Python — Stepik","В этом пакете курс получивший награду 🏆Stepik Awards в престижной номинации 🥇""Лучший платный курс"".",Средний уровень,False,189,9000,5.0,3,stepik,Python
231086,"Асинхронноcть, многопоточность и многопроцессность в Python — Stepik","Освойте мощные инструменты Python для создания высокопроизводительных приложений! Этот пакет курсов охватывает все аспекты многозадачности: от асинхронного программирования и работы с потоками до параллельных вычислений с использованием процессов. Вы научитесь эффективно решать задачи, требующие кооперативной многозадачности, конкурентного выполнения и настоящего параллелизма. В этом пакете курс получивший награду 🏆 Stepik Awards 2024 в номинации ""Лучший платный курс"".",Средний уровень,False,212,7800,5.0,3,stepik,Python
233342,"""Поколение Python"": профи + ООП — Stepik","Программа содержит два курса линейки ""Поколение Python"": для профессионалов и ООП. В ней рассказывается о дополнительных возможностях языка Python, таких как даты и время, дополнительные типы коллекций, итераторы, генераторы, декораторы, рекурсия и многое другое, а также раскрывается концепция объектно-ориентированного программирования. Для закрепления материала программа включает свыше 600 задач с автоматической проверкой.",,False,174,13400,5.0,5,stepik,Python
200200,"4в1—Парсинг, Асинхронность, Многопоточность, Многопроцессорность — Stepik","В этом пакете два курса из четырёх получили награду 🏆Stepik Awards в престижных номинациях: 🥇""Прорыв Года"" и 🥇""Лучший платный курс"".",Начальный уровень,False,133,13500,,,stepik,Python
214324,Python Data Science: самый быстрый курс — Stepik,"Перед Вами самый быстрый курс по Data Science в Python, тут есть все что нужно чтобы начать программировать на Python + начать работать с данными. Для тех кому некогда, но очень надо погрузится в Data Science или подтянуть базу перед собеседованием. Тут есть NumPy, Pandas (замена Excel), визуализация данных и введение в машинное обучение. Мы отвечаем на все ваши комментарии и вопросы в курсе.",Начальный уровень,False,94,1980,4.0,3,stepik,Python
241839,Профессия: Python-разработчик [ Python + SQL + Git + Linux ] — Stepik,"Учебная программа даст все необходимые навыки: основательное знание Python, работа с Git и GitHub, уверенное владение Linux и эффективное использование SQL. После обучения Вы сможете разрабатывать приложения, управлять версиями кода, работать с серверами и базами данных — всё, что нужно для старта карьеры в IT.",Начальный уровень,False,96,4900,5.0,1,stepik,Python
227274,Django ИИнтенсив: Django с нуля и задачи с ИИ проверкой,"Доступным языком, дружелюбно и с самых азов обучение веб-фреймворку Django.
 70 задач на написание кода с проверкой и подсказками ИИ.
 Подробный разбор каждого компонента Django, но без чрезмерной сложности.
 Ответы на все ""новичковые"" вопросы. 
 ИИ-ментор 🤖 по каждой задаче будет направлять вас, объяснять что вы делаете не так (но не решать задание за вас!).
 Мы прокачаем вас в Django! Вперед, учиться!!",Начальный уровень,True,96,4500,4.9,15,stepik,Python
200018,Python для Excel с библиотекой openpyxl,"Приветствуем вас в увлекательном мире автоматизации Excel с помощью openpyxl! Наш курс разработан специально для тех, кто хочет освоить мощные возможности Python для работы с книгами Excel, начиная с основ и до продвинутых техник. Это идеальный выбор как для новичков, так и для тех, кто желает расширить свои навыки.",Средний уровень,True,93,2500,4.5,2,stepik,Python
241982,Твой путь в AI — PyTorch и Numpy! — Stepik,Сделайте первый шаг в сторону нейронных сетей. Эта программа охватывает две ключевые библиотеки в этой области: PyTorch и Numpy.,,False,94,2750,,,stepik,Python
224770,Топ 100 вопросов с реальных собеседований по Python (+тесты) — Stepik,"Это курс-шпаргалка по Python. В курсе собраны вопросы с более чем 300 реальных собеседований по Python. Вопросы с собеседований на Python Developer в 2023-2024 годах. На каждый вопрос приведен развернутый ответ + тест для проверки знаний этого вопроса. Вопросы расположены по вероятности их появления в среднем интервью. Вначале наиболее вероятные, дальше наименее.",Средний уровень,False,93,990,5.0,3,stepik,Python
250676,f-строки на Python: полный курс от А до Я — Stepik,"Знаете ли вы, что f-строки в Python умеют гораздо больше, чем просто подставлять переменные в текст? Они форматируют числа и даты, помогают в отладке, работают с многострочными блоками, а с Python 3.12 стали просто волшебными!",Средний уровень,False,98,750,5.0,21,stepik,Python
211110,"Пакет 3в1: WEB Парсинг, Асинхронный и Многопоточный Python — Stepik","В этом пакете два курса получившие награду 🏆Stepik Awards в престижных номинациях: 🥇""Прорыв Года"" и 🥇""Лучший платный курс"".",Средний уровень,False,79,10500,5.0,1,stepik,Python
210946,Python. Генетический алгоритм — Stepik,"Узнайте, как реализовать генетический алгоритм с нуля и решите оптимизационные задачи с его использованием.",Начальный уровень,False,82,799,5.0,3,stepik,Python
208826,Django RUN. Курс-симулятор коммерческой разработки с ИИ-ментором,"Это не просто курс. Это симулятор работы бэкенд-программиста в продуктовой компании. Постановка задач, рабочий процесс – все как на реальной работе. 23 больших задания с авто-проверкой, подсказками и объяснением теории.
 Вам нужно будет разрабатывать бизнес-логику и создавать для неё API-интерфейс на Django REST Framework. И все это на настоящем сервере с живым фронтендом! А еще вас ждет код-ревью от автора курса (Senior разработчика)!",Средний уровень,True,78,12500,5.0,10,stepik,Python
204115,Python тренажер — Stepik,Курс предназначен для отработки уже имеющихся знаний языка. Здесь вы не найдете кучи заезженных задач.,Средний уровень,False,65,490,5.0,1,stepik,Python
260403,Программа: Web-разработка на Python [ FastAPI + Git + SQL ],"Создавайте мощные API на FastAPI, работайте с базами данных и освойте Git для командной разработки. Станьте полноценным бэкенд-разработчиком.",,True,91,6990,,,stepik,Python
195698,Junior Python Developer — Stepik,"Этот набор курсов является специализацией для того чтобы с 0 дойти до уровня Junior Python Developer. Особенность включенных курсов в том что первый дает всю базу в максимально короткий срок, а второй дает возможность попробовать множество различных библиотек и нескучных идей кода.",Начальный уровень,False,54,1800,5.0,2,stepik,Python
242221,Python: подготовка к собеседованию Часть 1 [JUNIOR | MIDDLE] — Stepik,"Более 300 ключевых вопросов с объяснениями по направлению Python-разработчик. Системная подготовка к собеседованию на позицию JUNIOR+ | MIDDLE. В каждом уроке проходите тесты, потом разбираете правильные ответы с пояснениями. Максимально полезные выжимки без воды.",,False,54,2500,5.0,6,stepik,Python
240614,Игра Nyan Cat на Python и Pygame с нуля — Stepik,"Создайте полноценную аркадную игру «Nyan Cat» с анимацией, звуками, счётом и бонусами — шаг за шагом на Python с Pygame, даже если вы никогда не писали игры!",Средний уровень,False,55,1050,5.0,8,stepik,Python
234189,Создание PDF с помощью Python и ReportLab,"Приветствуем вас в мире создания PDF-документов с использованием Python и библиотеки ReportLab! Наш курс разработан для тех, кто хочет освоить мощные инструменты автоматизации PDF — от базовых навыков до продвинутых техник форматирования, разметки и визуализации.",Начальный уровень,True,47,1900,5.0,5,stepik,Python
247050,Старт в робототехнику с Python,"Курс ""Старт в робототехнику с Python"" поможет новичкам освоить базу программирования на языке Python и применять полученные знания в робототехнике. Вы научитесь работать с типами данных, управлять логикой программ, использовать циклы и условия, а также познакомитесь с микроконтроллерами ESP32 и созданием электронных схем. Также вас ждёт бонус - мини-курс по проектированию роботов на базе Raspberry Pi! Мы Вас ждём!!!",,True,57,555,5.0,6,stepik,Python
237718,Программируем Pixel Art-студию на Python + Tkinter — Stepik,"Создайте свою собственную Pixel Art-студию на Python всего за несколько часов! Этот курс — отличный способ научиться программировать графические интерфейсы (GUI) с помощью библиотеки tkinter, понять основы работы с изображениями и создать полноценное приложение для портфолио.",Средний уровень,False,42,750,5.0,4,stepik,Python
231240,Осознанный Python – Пиши красиво с PEP 8 — Stepik,"Первый и возможно единственный курс по Python на тему написания красивого кода с соблюдением PEP 8 на Stepik. Здесь вы освоите искусство создания красивого, читаемого и профессионального кода. Будет множество примеров из реального кода, а также увлекательный сюжет, который не позволит вам заскучать.",Средний уровень,False,40,800,5.0,8,stepik,Python
186192,Основы Python: курс для продвинутых,"Онлайн-курс по изучению языка программирования Python (вторая часть). Курс разбит на 2 части и является методическим пособием для изучения алгоритмического программирования на Python. Курс подойдет школьникам, в том числе для подготовки к ОГЭ и ЕГЭ, студентам и взрослым. Курс ведёт выпускник мехмата МГУ.",Средний уровень,True,37,1990,5.0,1,stepik,Python
